Species,Order,Family,Year,Longitude,Latitude,Site,Country,Density (Ind/km2),Method,Mass (g),Diet,Continent,Accessibility_1deg,Human Footprint_1deg,Night Lights_1deg,Cropland_1deg,Pasture_1deg,Human Population Density_1deg,NDVI_1deg,Species Richness_1deg,Accessibility_1km,Human Footprint_1km,Night Lights_1km,Cropland_1km,Pasture_1km,Human Population Density_1km,NDVI_1km,Night Lights_50km,Cropland_50km,Pasture_50km,Human Population Density_50km,NDVI_50km,Accessibility_50km,Human Footprint_50km,Species Richness_50km,Accessibility_10km,Human Footprint_10km,Night Lights_10km,Cropland_10km,Pasture_10km,Human Population Density_10km,NDVI_10km,Species Richness_10km,Accessibility_10kmBuff,Human Footprint_10kmBuff,Night Lights_10kmBuff,Cropland_10kmBuff,Pasture_10kmBuff,Human Population Density_10kmBuff,NDVI_10kmBuff,Species Richness_10kmBuff
Melursus ursinus,Carnivora,Ursidae,1993,79.465,21.568,,India,0.066,,93130,Omnivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,227,7.881,0,17.06,5.729,40.079,0.551,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.881,0.951,16.881,3.892,61.771,0.543,67.479,178,11.828,NA,16.881,3.892,61.771,0.543,67.479
Melursus ursinus,Carnivora,Ursidae,1993,84.347,23.855,,India,0.116,,93130,Omnivore,Asia,209,12.568,0.964,39.089,3.342,190.253,0.512,52.413,45,21.068,0,9.682,0.054,199.284,0.495,0.16,19.362,2.323,125.907,0.564,232,12.294,52.535,111,21.068,0.013,21.282,2.095,210.166,0.532,52.535,NA,NA,NA,21.282,2.095,210.166,NA,NA
Melursus ursinus,Carnivora,Ursidae,1993,78.935,29.533,,India,0.041,,93130,Omnivore,Asia,94,16.191,3.571,45.213,1.469,765.366,0.538,60.937,146,8.552,0,0.525,0.03,17.921,0.676,1.961,23.025,0.749,279.069,0.59,142,12.459,70.375,186,8.552,0.208,10.31,0.548,107.412,0.635,70.375,NA,NA,0.208,NA,NA,NA,NA,NA
Microcebus coquereli,Primates,Cheirogaleidae,1993,44.55,-18.6,Antsingy forest (Bemaraha),Madagascar,66,Counts,308,Omnivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,505.817,4.776,0,1.536,21.191,5.228,0.547,28.552
Microcebus coquereli,Primates,Cheirogaleidae,1993,44.55,-18.6,Tsimembo forest (Bemaraha),Madagascar,99,Counts,308,Omnivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,492.596,4.882,0,1.532,24.215,5.643,0.529,26.133
Microcebus murinus,Primates,Cheirogaleidae,1993,44.55,-18.6,Tsimembo forest (Bemaraha),Madagascar,288,Counts,69,Omnivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,463.841,5.286,0.002,1.724,28.016,6.596,0.496,19.626
Microcebus murinus,Primates,Cheirogaleidae,1993,44.55,-18.6,Antsingy forest (Bemaraha),Madagascar,220,Counts,69,Omnivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,466.799,5.233,0.002,1.839,28.209,6.775,0.496,21.362
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,77.173,21.448,,India,0.987,,15925.79,Herbivore,Asia,186,13.686,2.469,46.192,3.12,158.954,0.472,66.537,323,4.329,0.117,26.92,4.687,24.407,0.526,0.651,36.329,3.747,78.338,0.481,225,10.335,70.006,155,4.329,0.053,24.949,2.66,44.087,0.518,70.006,155,NA,0.053,24.949,2.66,44.087,0.518,70.006
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,79.471,21.618,,India,0.644,,15925.79,Herbivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,314,7.508,0,13.83,5.383,31.259,0.546,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.508,0.568,16.881,3.892,61.771,0.543,67.479,178,NA,0.568,16.881,3.892,61.771,0.543,67.479
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,80.411,23.619,,India,0.39,,15925.79,Herbivore,Asia,128,14.569,1.814,47.695,3.299,261.637,0.461,53.23,95,11.55,0,26.591,1.814,66.226,0.535,2.001,47.292,2.946,236.528,0.472,114,15.52,52.898,145,11.55,0.516,42.367,3.309,165.477,0.528,52.898,145,NA,0.516,NA,NA,NA,0.528,52.898
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,84.347,23.855,,India,2.063,,15925.79,Herbivore,Asia,209,12.568,0.964,39.089,3.342,190.253,0.512,52.413,45,21.068,0,9.682,0.054,199.284,0.495,0.16,19.362,2.323,125.907,0.564,232,12.294,52.535,111,21.068,0.013,21.282,2.095,210.166,0.532,52.535,135.5,16.065,0.007,18.513,1.84,205.577,0.523,52.586
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,79.465,21.568,,India,1.393,,15925.79,Herbivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,227,7.881,0,17.06,5.729,40.079,0.551,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.881,0.951,16.881,3.892,61.771,0.543,67.479,178,11.828,0.76,16.881,3.892,61.771,0.543,67.479
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,78.935,29.533,,India,1.715,,15925.79,Herbivore,Asia,94,16.191,3.571,45.213,1.469,765.366,0.538,60.937,146,8.552,0,0.525,0.03,17.921,0.676,1.961,23.025,0.749,279.069,0.59,142,12.459,70.375,186,8.552,0.208,10.31,0.548,107.412,0.635,70.375,215,10.856,0.208,13.194,0.696,137.187,0.65,71.586
Muntiacus vaginalis,Cetartiodactyla,Cervidae,1993,76.452,11.764,,India,0.147,,15925.79,Herbivore,Asia,151,14.504,5.521,19.52,1.031,515.882,0.541,65.858,171,8.437,0,0,0,29.697,0.662,2.929,12.802,0.367,331.165,0.568,165,12.291,77.3,244,8.437,0.145,9.037,0.329,132.093,0.611,77.3,NA,NA,NA,NA,NA,NA,NA,NA
Myoxus glis,Rodentia,Gliridae,1993,22.58,50.36,Roztoczanski National Park,Poland,650,Counts,128.09,Herbivore,Europe,99,17.211,7.962,15.695,5.414,106.313,0.59,62.879,71,17.953,6.814,24.836,7.646,48.717,0.551,10.452,15.881,6.084,150.366,0.579,78,16.999,66.021,95,17.953,6.371,22.798,7.372,57.027,0.567,66.021,101.122,15.492,6.989,20.672,6.021,108.658,0.565,65.898
Naemorhedus goral,Cetartiodactyla,Bovidae,1993,78.935,29.533,,India,0.321,,28500,Herbivore,Asia,94,16.191,3.571,45.213,1.469,765.366,0.538,60.937,146,8.552,0,0.525,0.03,17.921,0.676,1.961,23.025,0.749,279.069,0.59,142,12.459,70.375,186,8.552,0.208,10.31,0.548,107.412,0.635,70.375,NA,NA,0.208,NA,NA,NA,NA,NA
Oryx beisa,Cetartiodactyla,Bovidae,1993,35.9,0.6,Baringo district,Kenya,0.008,Census,200576.5,Herbivore,Africa,271,11.641,0.029,18.023,31.042,79.546,0.503,161.209,428,6.753,0,12.497,23.639,35.725,0.502,0.023,13.929,28.395,61.474,0.514,257,7.901,163.175,338,6.753,0.004,12.31,24.912,70.277,0.523,163.175,338,13.977,0.004,12.31,24.912,70.277,0.523,163.175
Oryx beisa,Cetartiodactyla,Bovidae,1993,36.5,0,Laikipia ranches,Kenya,0.077,Census,200576.5,Herbivore,Africa,240,10.942,0.237,30.116,25.5,165.824,0.592,170.23,219,13.896,0,38.069,34.164,164.524,0.543,0.394,30.099,28.92,152.249,0.559,166,9.314,173.27,167,13.896,0.061,26.849,41.645,142.915,0.573,173.27,NA,NA,0.061,NA,NA,NA,NA,NA
Pan troglodytes,Primates,Hominidae,1993,12.439,-4.231,Dimonka,Congo,0.06,Counts,42500,Herbivore,Africa,444,6.509,0.373,2.212,20.14,57.913,0.591,83.145,213,2.419,0,0.098,11.204,55.345,0.616,0.176,2.154,18.847,18.982,0.613,493,6.792,94.029,254,2.419,0.003,0.141,8.058,20.9,0.611,94.029,254,2.224,0.003,0.141,8.058,20.9,0.611,94.029
Pan troglodytes,Primates,Hominidae,1993,17.25,2.617,Motaba,Congo,0.3,Counts,42500,Herbivore,Africa,1165,1.507,0.002,0.142,0.084,1.136,0.782,136.28,897,0.262,0,0.006,1.708,5.985,0.78,0.002,0.032,0.057,0.542,0.786,1092,0.631,138.388,765,0.262,0.03,0.002,0.468,2.05,0.781,138.388,NA,3.15,NA,NA,NA,NA,NA,NA
Panthera leo,Carnivora,Felidae,1993,34.884,-2.392,,Tanzania,0.112,,161499.1,Carnivore,Africa,623,7.974,0.003,2.412,11.747,11.89,0.423,141.407,321,4.518,0,0.004,0,3.936,0.45,0.004,3.073,10.148,12.424,0.46,701,5.746,149.804,367,4.518,0,0.003,0,6.479,0.45,149.804,367,5.369,NA,0.003,0,6.479,0.45,149.804
Panthera pardus,Carnivora,Felidae,1993,76.492,26.007,,India,0.165,,52038.22,Carnivore,Asia,155,15.421,3.068,48.902,2.245,185.385,0.378,58.684,264,7.957,0,2.78,0,114.486,0.421,1.751,46.549,0.534,204.534,0.356,148,15.215,59.596,193,7.957,1.398,27.926,0.166,381.525,0.412,59.596,193,17.053,NA,NA,NA,NA,0.412,59.596
Panthera pardus,Carnivora,Felidae,1993,76.436,27.316,,India,0.045,,52038.22,Carnivore,Asia,131,18.737,6.674,58.311,0.002,499.764,0.401,54.642,163,8.578,0,54.072,0,72.557,0.457,5.727,58.886,0,468.164,0.417,133,16.926,57.331,191,8.578,0.537,55.078,0,209.059,0.441,57.331,NA,NA,NA,55.078,0,209.059,NA,NA
Panthera pardus,Carnivora,Felidae,1993,34.884,-2.392,,Tanzania,0.036,,52038.22,Carnivore,Africa,623,7.974,0.003,2.412,11.747,11.89,0.423,141.407,321,4.518,0,0.004,0,3.936,0.45,0.004,3.073,10.148,12.424,0.46,701,5.746,149.804,367,4.518,0,0.003,0,6.479,0.45,149.804,367,5.369,0,0.003,0,6.479,0.45,149.804
Panthera pardus,Carnivora,Felidae,1993,79.471,21.618,,India,0.02,,52038.22,Carnivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,314,7.508,0,13.83,5.383,31.259,0.546,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.508,0.568,16.881,3.892,61.771,0.543,67.479,178,NA,0.568,16.881,3.892,61.771,0.543,67.479
Panthera pardus,Carnivora,Felidae,1993,77.173,21.448,,India,0.034,,52038.22,Carnivore,Asia,186,13.686,2.469,46.192,3.12,158.954,0.472,66.537,323,4.329,0.117,26.92,4.687,24.407,0.526,0.651,36.329,3.747,78.338,0.481,225,10.335,70.006,155,4.329,0.053,24.949,2.66,44.087,0.518,70.006,NA,NA,0.053,24.949,2.66,44.087,NA,NA
Panthera pardus,Carnivora,Felidae,1993,80.544,24.324,,India,0.024,,52038.22,Carnivore,Asia,139,15.524,1.814,49.495,3.504,220.144,0.444,51.921,415,11.286,0,29.197,7.618,47.845,0.499,1.835,55.956,2.618,400.365,0.443,121,16.034,52.066,211,11.286,0.062,42.416,5.576,150.301,0.495,52.066,211,10.63,NA,42.416,5.576,150.301,0.495,52.066
Panthera pardus,Carnivora,Felidae,1993,84.347,23.855,,India,0.059,,52038.22,Carnivore,Asia,209,12.568,0.964,39.089,3.342,190.253,0.512,52.413,45,21.068,0,9.682,0.054,199.284,0.495,0.16,19.362,2.323,125.907,0.564,232,12.294,52.535,111,21.068,0.013,21.282,2.095,210.166,0.532,52.535,NA,NA,NA,21.282,2.095,210.166,NA,NA
Panthera pardus,Carnivora,Felidae,1993,78.935,29.533,,India,0.076,,52038.22,Carnivore,Asia,94,16.191,3.571,45.213,1.469,765.366,0.538,60.937,146,8.552,0,0.525,0.03,17.921,0.676,1.961,23.025,0.749,279.069,0.59,142,12.459,70.375,186,8.552,0.208,10.31,0.548,107.412,0.635,70.375,NA,NA,0.208,NA,NA,NA,NA,NA
Panthera pardus,Carnivora,Felidae,1993,80.411,23.619,,India,0.053,,52038.22,Carnivore,Asia,128,14.569,1.814,47.695,3.299,261.637,0.461,53.23,95,11.55,0,26.591,1.814,66.226,0.535,2.001,47.292,2.946,236.528,0.472,114,15.52,52.898,145,11.55,0.516,42.367,3.309,165.477,0.528,52.898,145,NA,0.516,42.367,3.309,165.477,0.528,52.898
Panthera pardus,Carnivora,Felidae,1993,76.452,11.764,,India,0.091,,52038.22,Carnivore,Asia,151,14.504,5.521,19.52,1.031,515.882,0.541,65.858,171,8.437,0,0,0,29.697,0.662,2.929,12.802,0.367,331.165,0.568,165,12.291,77.3,244,8.437,0.145,9.037,0.329,132.093,0.611,77.3,NA,NA,0.145,NA,NA,NA,NA,NA
Panthera pardus,Carnivora,Felidae,1993,79.465,21.568,,India,0.027,,52038.22,Carnivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,227,7.881,0,17.06,5.729,40.079,0.551,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.881,0.951,16.881,3.892,61.771,0.543,67.479,178,11.828,NA,16.881,3.892,61.771,0.543,67.479
Panthera tigris,Carnivora,Felidae,1993,84.347,23.855,,India,0.043,,162564,Carnivore,Asia,209,12.568,0.964,39.089,3.342,190.253,0.512,52.413,45,21.068,0,9.682,0.054,199.284,0.495,0.16,19.362,2.323,125.907,0.564,232,12.294,52.535,111,21.068,0.013,21.282,2.095,210.166,0.532,52.535,NA,NA,0.013,21.282,2.095,210.166,NA,NA
Panthera tigris,Carnivora,Felidae,1993,79.471,21.618,,India,0.037,,162564,Carnivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,314,7.508,0,13.83,5.383,31.259,0.546,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.508,0.568,16.881,3.892,61.771,0.543,67.479,178,NA,0.568,16.881,3.892,61.771,0.543,67.479
Panthera tigris,Carnivora,Felidae,1993,79.465,21.568,,India,0.035,,162564,Carnivore,Asia,127,13.683,3.55,41.913,2.999,247.05,0.492,64.251,227,7.881,0,17.06,5.729,40.079,0.551,2.19,29.757,2.432,158.196,0.514,119,12.752,67.479,178,7.881,0.951,16.881,3.892,61.771,0.543,67.479,178,11.828,NA,16.881,3.892,61.771,0.543,67.479
Panthera tigris,Carnivora,Felidae,1993,76.492,26.007,,India,0.092,,162564,Carnivore,Asia,155,15.421,3.068,48.902,2.245,185.385,0.378,58.684,264,7.957,0,2.78,0,114.486,0.421,1.751,46.549,0.534,204.534,0.356,148,15.215,59.596,193,7.957,1.398,27.926,0.166,381.525,0.412,59.596,193,17.053,NA,NA,NA,NA,0.412,59.596
Panthera tigris,Carnivora,Felidae,1993,80.544,24.324,,India,0.042,,162564,Carnivore,Asia,139,15.524,1.814,49.495,3.504,220.144,0.444,51.921,415,11.286,0,29.197,7.618,47.845,0.499,1.835,55.956,2.618,400.365,0.443,121,16.034,52.066,211,11.286,0.062,42.416,5.576,150.301,0.495,52.066,211,10.63,NA,42.416,5.576,150.301,0.495,52.066
Panthera tigris,Carnivora,Felidae,1993,76.452,11.764,,India,0.074,,162564,Carnivore,Asia,151,14.504,5.521,19.52,1.031,515.882,0.541,65.858,171,8.437,0,0,0,29.697,0.662,2.929,12.802,0.367,331.165,0.568,165,12.291,77.3,244,8.437,0.145,9.037,0.329,132.093,0.611,77.3,NA,8.397,0.145,NA,NA,NA,NA,NA
Panthera tigris,Carnivora,Felidae,1993,76.436,27.316,,India,0.028,,162564,Carnivore,Asia,131,18.737,6.674,58.311,0.002,499.764,0.401,54.642,163,8.578,0,54.072,0,72.557,0.457,5.727,58.886,0,468.164,0.417,133,16.926,57.331,191,8.578,0.537,55.078,0,209.059,0.441,57.331,NA,NA,NA,55.078,0,209.059,NA,NA
Panthera tigris,Carnivora,Felidae,1993,78.935,29.533,,India,0.093,,162564,Carnivore,Asia,94,16.191,3.571,45.213,1.469,765.366,0.538,60.937,146,8.552,0,0.525,0.03,17.921,0.676,1.961,23.025,0.749,279.069,0.59,142,12.459,70.375,186,8.552,0.208,10.31,0.548,107.412,0.635,70.375,NA,NA,0.208,NA,NA,NA,NA,NA
Panthera tigris,Carnivora,Felidae,1993,80.411,23.619,,India,0.091,,162564,Carnivore,Asia,128,14.569,1.814,47.695,3.299,261.637,0.461,53.23,95,11.55,0,26.591,1.814,66.226,0.535,2.001,47.292,2.946,236.528,0.472,114,15.52,52.898,145,11.55,0.516,42.367,3.309,165.477,0.528,52.898,NA,NA,0.516,NA,NA,NA,NA,NA
Panthera tigris,Carnivora,Felidae,1993,77.173,21.448,,India,0.043,,162564,Carnivore,Asia,186,13.686,2.469,46.192,3.12,158.954,0.472,66.537,323,4.329,0.117,26.92,4.687,24.407,0.526,0.651,36.329,3.747,78.338,0.481,225,10.335,70.006,155,4.329,0.053,24.949,2.66,44.087,0.518,70.006,NA,NA,0.053,24.949,2.66,44.087,NA,NA
Pelea capreolus,Cetartiodactyla,Bovidae,1993,20.46,-34,Bontebok NP,South Africa,4.286,Census,20000,Herbivore,Africa,235,8.948,0.695,19.075,0.205,13.265,0.397,34.828,132,15.666,10.302,4.945,0,40.888,0.487,0.514,16.24,0,11.536,0.388,257,10.384,68.403,199,15.666,5.244,8.442,0,11.638,0.485,68.403,196.4,11.888,2.437,18.337,0,19.792,0.484,68.509
Peromyscus keeni,Rodentia,Cricetidae,1993,-135.217,57.7,Upland 1 (Kadashan River drainage of Island Chichagof,United States,310,Trapping,28.25,Omnivore,North America,2025,3.32,0.059,0,0,1.68,0.476,6.515,NA,3.605,0,0,0,0,0.582,0.002,0,0,0.1,0.547,2028,NA,3.979,1939,3.605,0,0,0,0.221,0.588,3.979,2030.611,2.882,0.027,0,0,1.108,0.509,8.063
Peromyscus keeni,Rodentia,Cricetidae,1993,-135.217,57.7,"Beaver pond (Kadashan River drainage of Island Chichagof, Alaska)",United States,380,Trapping,28.25,Omnivore,North America,2025,3.32,0.059,0,0,1.68,0.476,6.515,NA,3.605,0,0,0,0,0.582,0.002,0,0,0.1,0.547,2028,NA,3.979,1939,3.605,0,0,0,0.221,0.588,3.979,2052.139,2.785,0.026,0,0,0.955,0.489,9.052
Peromyscus keeni,Rodentia,Cricetidae,1993,-135.217,57.7,"Alder floodplain 1 (Kadashan River drainage of Island Chichagof, Alaska)",United States,570,Trapping,28.25,Omnivore,North America,2025,3.32,0.059,0,0,1.68,0.476,6.515,NA,3.605,0,0,0,0,0.582,0.002,0,0,0.1,0.547,2028,NA,3.979,1939,3.605,0,0,0,0.221,0.588,3.979,2073.043,2.665,0.048,0,0,2.76,0.455,10.539
Peromyscus keeni,Rodentia,Cricetidae,1993,-135.217,57.7,Spruce floodplain (Kadashan River drainage of Island Chichagof),United States,210,Trapping,28.25,Omnivore,North America,2025,3.32,0.059,0,0,1.68,0.476,6.515,NA,3.605,0,0,0,0,0.582,0.002,0,0,0.1,0.547,2028,NA,3.979,1939,3.605,0,0,0,0.221,0.588,3.979,1995.865,2.997,0.006,0,0,0.948,0.525,6.5
Peromyscus leucopus,Rodentia,Cricetidae,1993,-87.1,40.3,,United States,1550,Mark_recapture,21.175,Omnivore,North America,103,17.775,10.12,43.147,8.318,49.159,0.456,46.777,73,15.591,4.533,48.048,10.462,6.629,0.481,12.933,44.53,8.524,62.049,0.463,94,17.138,47,57,15.591,4.089,43.381,12.367,10.081,0.492,47,90.299,19.236,14.204,37.486,10.748,118.307,0.485,47.31
Peromyscus leucopus,Rodentia,Cricetidae,1993,-87.1,40.3,,United States,3460,Mark_recapture,21.175,Omnivore,North America,103,17.775,10.12,43.147,8.318,49.159,0.456,46.777,73,15.591,4.533,48.048,10.462,6.629,0.481,12.933,44.53,8.524,62.049,0.463,94,17.138,47,57,15.591,4.089,43.381,12.367,10.081,0.492,47,110.276,17.273,12.445,34.544,11.877,91.44,0.493,46.554
Peromyscus maniculatus,Rodentia,Cricetidae,1993,-138.083,60.971,Kluane Lake (Yukon),Canada,23.72,Mark_recapture,21.283,Omnivore,North America,1818,0.475,0.174,0,0,0.056,0.197,37.325,1069,6.78,0,0,0,0.015,0.34,0.094,0,0,0.233,0.328,1393,0.735,41.782,1101,6.78,0,0,0,0.024,0.316,41.782,1171.542,1.701,0.252,0,0,0.367,0.283,41.165
Phacochoerus africanus ,Cetartiodactyla,Suidae,1993,34.884,-2.392,,Tanzania,0.235,,82500,Herbivore,Africa,623,7.974,0.003,2.412,11.747,11.89,0.423,141.407,321,4.518,0,0.004,0,3.936,0.45,0.004,3.073,10.148,12.424,0.46,701,5.746,149.804,367,4.518,0,0.003,0,6.479,0.45,149.804,367,5.369,NA,0.003,0,6.479,0.45,149.804
Phaner furcifer,Primates,Cheirogaleidae,1993,44.55,-18.6,Antsingy forest (Bemaraha),Madagascar,16,Counts,425,Herbivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,472.188,5.201,0,1.999,23.818,7.171,0.539,30.516
Phaner furcifer,Primates,Cheirogaleidae,1993,44.55,-18.6,Tsimembo forest (Bemaraha),Madagascar,426,Counts,425,Herbivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,457.261,5.125,0.002,1.629,28.68,6.582,0.494,17.194
Pongo pygmaeus,Primates,Hominidae,1993,96.54,3.85,Tripa,Indonesia,2.85,Counts,37000,Herbivore,Asia,1318,9.316,0.22,NA,NA,NA,0.799,39.691,927,12.634,0,28.851,9.959,33.637,0.817,0.066,28.698,4.485,116.232,0.806,1202,7.813,127.062,853,12.634,0.027,27.066,9.251,28.5,0.816,127.062,773.5,9.75,0.036,36.124,8.328,75.556,0.811,112.657
Pongo pygmaeus,Primates,Hominidae,1993,97.8,2.46,Trumon-Singkil (Trumon-Singkil swamp),Indonesia,4,Counts,37000,Herbivore,Asia,NA,6.653,0.118,NA,NA,NA,0.75,44.841,1342,4.021,0,9.656,1.141,22.795,0.807,0.071,18.166,3.67,77.323,0.72,964,6.931,108.38,1156,4.021,0,4.923,0.41,16.781,0.798,108.38,1137.25,3.243,0.103,16.772,3.627,41.254,0.798,113.216
Pongo pygmaeus,Primates,Hominidae,1993,97.658,3.667,Gunung Leuser (Sumatra),Indonesia,2.6,Distance_sampling,39696.12,Herbivore,Asia,861,6.718,1.581,21.355,3.322,225.853,0.761,114.734,201,10.415,0,6.295,0.588,27.742,0.833,0.17,8.691,1.223,40.72,0.802,1284,4.246,150.401,475,10.415,0.002,5.534,0.48,24.368,0.821,150.401,642,7.299,0.006,4.117,0.389,18.426,0.821,150.077
Pongo pygmaeus,Primates,Hominidae,1993,97.65,3.675,Gunung Leuser (Sumatra),Indonesia,6.6,Distance_sampling,39696.12,Herbivore,Asia,861,6.718,1.581,21.355,3.322,225.853,0.761,114.734,208,10.48,0,5.997,0.53,26.309,0.836,0.17,8.691,1.223,40.72,0.802,1284,4.246,150.401,475,10.48,0.002,5.534,0.48,24.368,0.821,150.401,827.375,4.544,0.009,4.375,0.454,20.691,0.813,150.035
Presbytis femoralis,Primates,Cercopithecidae,1993,102.667,4.167,Sungai Tekam,Malaysia,53.5,Distance_sampling,5895.06,Herbivore,Asia,469,8.553,2.336,20.341,1.156,72.865,0.754,151.628,1992,0,0,0.124,0,1.186,0.826,1.083,13.804,0.399,16.002,0.811,838,6.26,161.19,2079,0,0,0.122,0,1.225,0.823,161.19,951.278,3.994,0.45,8.176,0.136,11.266,0.816,161.844
Presbytis femoralis,Primates,Cercopithecidae,1993,102.667,4.167,Sungai Tekam,Malaysia,77.6,Distance_sampling,5895.06,Herbivore,Asia,469,8.553,2.336,20.341,1.156,72.865,0.754,151.628,1992,0,0,0.124,0,1.186,0.826,1.083,13.804,0.399,16.002,0.811,838,6.26,161.19,2079,0,0,0.122,0,1.225,0.823,161.19,844.026,4.598,0.531,9.625,0.199,14.366,0.814,162
Presbytis femoralis,Primates,Cercopithecidae,1993,102.667,4.167,Sungai Tekam,Malaysia,13.5,Distance_sampling,5895.06,Herbivore,Asia,469,8.553,2.336,20.341,1.156,72.865,0.754,151.628,1992,0,0,0.124,0,1.186,0.826,1.083,13.804,0.399,16.002,0.811,838,6.26,161.19,2079,0,0,0.122,0,1.225,0.823,161.19,1499.929,1.501,0.005,1.665,0.023,1.73,0.822,161.837
Presbytis femoralis,Primates,Cercopithecidae,1993,102.667,4.167,Sungai Tekam,Malaysia,39.7,Distance_sampling,5895.06,Herbivore,Asia,469,8.553,2.336,20.341,1.156,72.865,0.754,151.628,1992,0,0,0.124,0,1.186,0.826,1.083,13.804,0.399,16.002,0.811,838,6.26,161.19,2079,0,0,0.122,0,1.225,0.823,161.19,1068.073,3.603,0.18,6.556,0.096,5.923,0.818,161.506
Propithecus verreauxi,Primates,Indriidae,1993,44.55,-18.6,Tsimembo forest (Bemaraha),Madagascar,98,Counts,3480,Herbivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,492.596,4.841,0,1.532,24.215,5.643,0.529,26.133
Propithecus verreauxi,Primates,Indriidae,1993,44.55,-18.6,Antsingy forest (Bemaraha),Madagascar,61,Counts,3480,Herbivore,Africa,461,5.219,0.002,2.226,24.471,7.162,0.536,23.949,530,1.274,0,0.808,7.604,4.425,0.47,0,1.872,28.106,6.836,0.553,469,4.619,27.8,459,1.274,0,1.432,24.755,5.647,0.478,27.8,508.31,4.672,0,1.565,21.036,5.264,0.55,29.985
Raphicerus campestris,Cetartiodactyla,Bovidae,1993,20.46,-34,Bontebok NP,South Africa,0.357,Census,10500.02,Herbivore,Africa,235,8.948,0.695,19.075,0.205,13.265,0.397,34.828,132,15.666,10.302,4.945,0,40.888,0.487,0.514,16.24,0,11.536,0.388,257,10.384,68.403,199,15.666,5.244,8.442,0,11.638,0.485,68.403,NA,10.417,NA,NA,NA,NA,NA,NA
Redunca fulvorufula,Cetartiodactyla,Bovidae,1993,31.6,-24,Kruger NP,South Africa,0.009,Census,29499.86,Herbivore,Africa,500,11.073,0.502,0.892,0.054,13.041,0.444,114.058,379,14.068,0,0.091,0,0.003,0.414,0.382,0.94,0.183,19.053,0.416,564,9.791,124.274,395,14.068,0,0.106,0,0.111,0.413,124.274,395,10.615,0,0.106,0,0.111,0.413,124.274
Redunca fulvorufula,Cetartiodactyla,Bovidae,1993,31.6,-24,Kruger NP,South Africa,0.042,Census,29499.86,Herbivore,Africa,500,11.073,0.502,0.892,0.054,13.041,0.444,114.058,379,14.068,0,0.091,0,0.003,0.414,0.382,0.94,0.183,19.053,0.416,564,9.791,124.274,395,14.068,0,0.106,0,0.111,0.413,124.274,395,10.615,0,0.106,0,0.111,0.413,124.274
